image_name,group,candidate_count,top_status,top_confidence,top_amount_score,top_text,top_bbox,top_reason,top_raw_status,top_raw_confidence,top_raw_reason,top_source,top_flags,top_ocr_confidence,top_has_local_reason,top_readable_amount,top_downgraded,review_priority,preview_path,needs_review,top3_candidates_json
p (42)_enhanced.jpg,p (42),4,篡改,0.9960,2.2000,转账金额23857.00,"93,937,770,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9960,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.8912,yes,yes,no,27.5800,results/amount_batch_images/review_previews/p (42)_enhanced.jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9960"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9960"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额23857.00"", ""bbox"": ""93,937,770,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.8912"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5800"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9960"", ""reason"": ""全局UI布局异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9960"", ""raw_reason"": ""全局UI布局异常"", ""text"": ""半23857.63"", ""bbox"": ""299,407,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.5205"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.2300"", ""has_local_reason"": ""no"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9960"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9960"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""20:390.00[6;13"", ""bbox"": ""134,42,791,74"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.4809"", ""source"": ""line"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9300"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (19).jpg,p (19),4,篡改,0.9959,2.2000,转账金额42674.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9872,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (19).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额42674.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9872"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半42674.68"", ""bbox"": ""300,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.3085"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""42674.00"", ""bbox"": ""634,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9974"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (23).jpg,p (23),4,篡改,0.9959,2.2000,转账金额21794.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9869,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (23).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额21794.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9869"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常"", ""text"": ""芈21794.03"", ""bbox"": ""299,408,563,463"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.3247"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.2297"", ""has_local_reason"": ""no"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""21794.00"", ""bbox"": ""632,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9969"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (27).jpg,p (27),4,篡改,0.9959,2.2000,"转账金额34,481.00","91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9696,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (27).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额34,481.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9696"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半34,481.69"", ""bbox"": ""294,408,569,463"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.2248"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""34,481.00"", ""bbox"": ""627,940,771,976"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9621"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (28).jpg,p (28),4,篡改,0.9959,2.2000,转账金额19781.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9882,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (28).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额19781.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9882"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常"", ""text"": ""半19781.63"", ""bbox"": ""299,407,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.5999"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.2297"", ""has_local_reason"": ""no"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""19781.00"", ""bbox"": ""634,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9994"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (3).jpg,p (3),4,篡改,0.9959,2.2000,转账金额11140.00,"91,937,770,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9883,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (3).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额11140.00"", ""bbox"": ""91,937,770,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9883"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半11140.68"", ""bbox"": ""299,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.3446"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹；局部字体风格异常"", ""text"": ""11140.00"", ""bbox"": ""634,941,770,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9996"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (33).jpg,p (33),4,篡改,0.9959,2.2000,转账金额45668.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9880,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (33).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额45668.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9880"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半45668.68"", ""bbox"": ""300,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.6190"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""45668.00"", ""bbox"": ""634,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9991"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (34).jpg,p (34),4,篡改,0.9959,2.2000,转账金额45668.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9880,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (34).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额45668.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9880"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半45668.68"", ""bbox"": ""300,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.6190"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""45668.00"", ""bbox"": ""634,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9991"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (35).jpg,p (35),4,篡改,0.9959,2.2000,转账金额31190.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9883,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (35).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额31190.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9883"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半31190.68"", ""bbox"": ""299,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.3284"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""31190.00"", ""bbox"": ""632,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9996"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (36).jpg,p (36),4,篡改,0.9959,2.2000,转账金额31976.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9879,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (36).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额31976.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9879"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半31976.63"", ""bbox"": ""299,407,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.4228"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""31976.00"", ""bbox"": ""634,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9988"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (37).jpg,p (37),4,篡改,0.9959,2.2000,转账金额26431.00,"91,937,770,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9181,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (37).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额26431.00"", ""bbox"": ""91,937,770,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9181"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半26431.68"", ""bbox"": ""300,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.4415"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""26431.00"", ""bbox"": ""632,941,770,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.8592"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
p (38).jpg,p (38),4,篡改,0.9959,2.2000,转账金额46719.00,"91,937,771,979",全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,篡改,0.9959,全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹,line,money_regex|target_keyword|compact_digits|prominent,0.9881,yes,yes,no,27.5797,results/amount_batch_images/review_previews/p (38).jpg,yes,"[{""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""转账金额46719.00"", ""bbox"": ""91,937,771,979"", ""amount_score"": ""2.2000"", ""ocr_confidence"": ""0.9881"", ""source"": ""line"", ""flags"": ""money_regex|target_keyword|compact_digits|prominent"", ""review_priority"": ""27.5797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no"", ""candidate_count"": 4}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；局部字体风格异常"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；局部字体风格异常"", ""text"": ""半46719.68"", ""bbox"": ""300,408,563,461"", ""amount_score"": ""1.5500"", ""ocr_confidence"": ""0.4552"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits|prominent"", ""review_priority"": ""26.9297"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}, {""status"": ""篡改"", ""confidence"": ""0.9959"", ""reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""raw_status"": ""篡改"", ""raw_confidence"": ""0.9959"", ""raw_reason"": ""全局UI布局异常；存在局部边缘拼接/像素涂抹痕迹"", ""text"": ""46719.00"", ""bbox"": ""634,941,771,972"", ""amount_score"": ""1.4000"", ""ocr_confidence"": ""0.9992"", ""source"": ""token"", ""flags"": ""money_regex|compact_digits"", ""review_priority"": ""26.7797"", ""has_local_reason"": ""yes"", ""readable_amount"": ""yes"", ""downgraded"": ""no""}]"
